Book,Chapter,Verse,Original_User_Text,Authoritative_Text,Replaced
Deuteronomy,4,3,עיניכם הראת את אשר עשה יהוה בבעל פעור כי כל האיש אשר הלך אחרי בעל פעור השמידו יהוה אלהיך מקרבך,עיניכם הראת את אשר עשה יהוה בבעל פעור כי כל האיש אשר הלך אחרי בעל פעור השמידו יהוה אלהיך מקרבך,NO
Deuteronomy,4,4,ואתם הדבקים ביהוה אלהיכם חיים כלכם היום,ואתם הדבקים ביהוה אלהיכם חיים כלכם היום,NO
Deuteronomy,4,5,ראה למדתי אתכם חקים ומשפטים כאשר צוני יהוה אלהי לעשות כן בקרב הארץ אשר אתם באים שמה לרשתה,ראה למדתי אתכם חקים ומשפטים כאשר צוני יהוה אלהי לעשות כן בקרב הארץ אשר אתם באים שמה לרשתה,NO
Deuteronomy,4,6,ושמרתם ועשיתם כי הוא חכמתכם ובינתכם לעיני העמים אשר ישמעון את כל החקים האלה ואמרו רק עם חכם ונבון הגוי הגדול הזה,ושמרתם ועשיתם כי הוא חכמתכם ובינתכם לעיני העמים אשר ישמעון את כל החקים האלה ואמרו רק עם חכם ונבון הגוי הגדול הזה,NO
Deuteronomy,4,7,כי מי גוי גדול אשר לו אלהים קרבים אליו כיהוה אלהינו בכל קראנו אליו,כי מי גוי גדול אשר לו אלהים קרבים אליו כיהוה אלהינו בכל קראנו אליו,NO
Deuteronomy,4,8,ומי גוי גדול אשר לו חקים ומשפטים צדיקם ככל התורה הזאת אשר אנכי נתן לפניכם היום,ומי גוי גדול אשר לו חקים ומשפטים צדיקם ככל התורה הזאת אשר אנכי נתן לפניכם היום,NO
Deuteronomy,4,9,רק השמר לך ושמר נפשך מאד פן תשכח את הדברים אשר ראו עיניך ופן יסורו מלבבך כל ימי חייך והודעתם לבניך ולבני בניך,רק השמר לך ושמר נפשך מאד פן תשכח את הדברים אשר ראו עיניך ופן יסורו מלבבך כל ימי חייך והודעתם לבניך ולבני בניך,NO
Deuteronomy,4,10,יום אשר עמדת לפני יהוה אלהיך בחרב באמר יהוה אלי הקהל לי את העם ואשמעם את דברי אשר ילמדון ליראה אתי כל הימים אשר הם חיים על האדמה ואת בניהם ילמדון,יום אשר עמדת לפני יהוה אלהיך בחרב באמר יהוה אלי הקהל לי את העם ואשמעם את דברי אשר ילמדון ליראה אתי כל הימים אשר הם חיים על האדמה ואת בניהם ילמדון,NO
Deuteronomy,4,11,ותקרבון ותעמדון תחת ההר וההר בער באש עד לב השמים חשך ענן וערפל,ותקרבון ותעמדון תחת ההר וההר בער באש עד לב השמים חשך ענן וערפל,NO
Deuteronomy,4,12,וידבר יהוה אליכם מתוך האש קול דברים אתם שמעים ותמונה אינכם ראים זולתי קול,וידבר יהוה אליכם מתוך האש קול דברים אתם שמעים ותמונה אינכם ראים זולתי קול,NO
Deuteronomy,4,13,ויגד לכם את בריתו אשר צוה אתכם לעשות עשרת הדברים ויכתבם על שני לחות אבנים,ויגד לכם את בריתו אשר צוה אתכם לעשות עשרת הדברים ויכתבם על שני לחות אבנים,NO
Deuteronomy,4,14,ואתי צוה יהוה בעת ההוא ללמד אתכם חקים ומשפטים לעשתכם אתם בארץ אשר אתם עברים שמה לרשתה,ואתי צוה יהוה בעת ההוא ללמד אתכם חקים ומשפטים לעשתכם אתם בארץ אשר אתם עברים שמה לרשתה,NO
Deuteronomy,4,15,ונשמרתם מאד לנפשתיכם כי לא ראיתם כל תמונה ביום דבר יהוה אליכם בחרב מתוך האש,ונשמרתם מאד לנפשתיכם כי לא ראיתם כל תמונה ביום דבר יהוה אליכם בחרב מתוך האש,NO
Deuteronomy,4,16,פן תשחתון ועשיתם לכם פסל תמונת כל סמל תבנית זכר או נקבה,פן תשחתון ועשיתם לכם פסל תמונת כל סמל תבנית זכר או נקבה,NO
Deuteronomy,4,17,תבנית כל בהמה אשר בארץ תבנית כל צפור כנף אשר תעוף בשמים,תבנית כל בהמה אשר בארץ תבנית כל צפור כנף אשר תעוף בשמים,NO
Deuteronomy,4,18,תבנית כל רמש באדמה תבנית כל דגה אשר במים מתחת לארץ,תבנית כל רמש באדמה תבנית כל דגה אשר במים מתחת לארץ,NO
Deuteronomy,4,19,ופן תשא עיניך השמימה וראית את השמש ואת הירח ואת הכוכבים כל צבא השמים ונדחת והשתחוית להם ועבדתם אשר חלק יהוה אלהיך אתם לכל העמים תחת כל השמים,ופן תשא עיניך השמימה וראית את השמש ואת הירח ואת הכוכבים כל צבא השמים ונדחת והשתחוית להם ועבדתם אשר חלק יהוה אלהיך אתם לכל העמים תחת כל השמים,NO
Deuteronomy,4,20,ואתכם לקח יהוה ויוצא אתכם מכור הברזל ממצרים להיות לו לעם נחלה כיום הזה,ואתכם לקח יהוה ויוצא אתכם מכור הברזל ממצרים להיות לו לעם נחלה כיום הזה,NO
Deuteronomy,4,21,ויהוה התאנף בי על דבריכם וישבע לבלתי עברי את הירדן ולבלתי בא אל הארץ הטובה אשר יהוה אלהיך נתן לך נחלה,ויהוה התאנף בי על דבריכם וישבע לבלתי עברי את הירדן ולבלתי בא אל הארץ הטובה אשר יהוה אלהיך נתן לך נחלה,NO
Deuteronomy,4,22,כי אנכי מת בארץ הזאת אינני עבר את הירדן ואתם עברים וירשתם את הארץ הטובה הזאת,כי אנכי מת בארץ הזאת אינני עבר את הירדן ואתם עברים וירשתם את הארץ הטובה הזאת,NO
Deuteronomy,4,23,השמרו לכם פן תשכחו את ברית יהוה אלהיכם אשר כרת עמכם ועשיתם לכם פסל תמונת כל אשר צוך יהוה אלהיך,השמרו לכם פן תשכחו את ברית יהוה אלהיכם אשר כרת עמכם ועשיתם לכם פסל תמונת כל אשר צוך יהוה אלהיך,NO
Deuteronomy,4,24,כי יהוה אלהיך אש אכלה הוא אל קנא,כי יהוה אלהיך אש אכלה הוא אל קנא,NO
Deuteronomy,4,25,כי תוליד בנים ובני בנים ונושנתם בארץ והשחתם ועשיתם פסל תמונת כל ועשיתם הרע בעיני יהוה אלהיך להכעיסו,כי תוליד בנים ובני בנים ונושנתם בארץ והשחתם ועשיתם פסל תמונת כל ועשיתם הרע בעיני יהוה אלהיך להכעיסו,NO
Deuteronomy,4,26,העידתי בכם היום את השמים ואת הארץ כי אבד תאבדון מהר מעל הארץ אשר אתם עברים את הירדן שמה לרשתה לא תאריכן ימים עליה כי השמד תשמדון,העידתי בכם היום את השמים ואת הארץ כי אבד תאבדון מהר מעל הארץ אשר אתם עברים את הירדן שמה לרשתה לא תאריכן ימים עליה כי השמד תשמדון,NO
Deuteronomy,4,27,והפיץ יהוה אתכם בעמים ונשארתם מתי מספר בגוים אשר ינהג יהוה אתכם שמה,והפיץ יהוה אתכם בעמים ונשארתם מתי מספר בגוים אשר ינהג יהוה אתכם שמה,NO
Deuteronomy,4,28,ועבדתם שם אלהים מעשה ידי אדם עץ ואבן אשר לא יראון ולא ישמעון ולא יאכלון ולא יריחן,ועבדתם שם אלהים מעשה ידי אדם עץ ואבן אשר לא יראון ולא ישמעון ולא יאכלון ולא יריחן,NO
Deuteronomy,4,29,ובקשתם משם את יהוה אלהיך ומצאת כי תדרשנו בכל לבבך ובכל נפשך,ובקשתם משם את יהוה אלהיך ומצאת כי תדרשנו בכל לבבך ובכל נפשך,NO
Deuteronomy,4,30,בצר לך ומצאוך כל הדברים האלה באחרית הימים ושבת עד יהוה אלהיך ושמעת בקלו,בצר לך ומצאוך כל הדברים האלה באחרית הימים ושבת עד יהוה אלהיך ושמעת בקלו,NO
Deuteronomy,4,31,כי אל רחום יהוה אלהיך לא ירפך ולא ישחיתך ולא ישכח את ברית אבתיך אשר נשבע להם,כי אל רחום יהוה אלהיך לא ירפך ולא ישחיתך ולא ישכח את ברית אבתיך אשר נשבע להם,NO
Deuteronomy,4,32,כי שאל נא לימים ראשנים אשר היו לפניך למן היום אשר ברא אלהים אדם על הארץ ולמקצה השמים ועד קצה השמים הנהיה כדבר הגדול הזה או הנשמע כמהו,כי שאל נא לימים ראשנים אשר היו לפניך למן היום אשר ברא אלהים אדם על הארץ ולמקצה השמים ועד קצה השמים הנהיה כדבר הגדול הזה או הנשמע כמהו,NO
Deuteronomy,4,33,השמע עם קול אלהים מדבר מתוך האש כאשר שמעת אתה ויחי,השמע עם קול אלהים מדבר מתוך האש כאשר שמעת אתה ויחי,NO
Deuteronomy,4,34,או הנסה אלהים לבוא לקחת לו גוי מקרב גוי במסת באתת ובמופתים ובמלחמה וביד חזקה ובזרוע נטויה ובמוראים גדלים ככל אשר עשה לכם יהוה אלהיכם במצרים לעיניך,או הנסה אלהים לבוא לקחת לו גוי מקרב גוי במסת באתת ובמופתים ובמלחמה וביד חזקה ובזרוע נטויה ובמוראים גדלים ככל אשר עשה לכם יהוה אלהיכם במצרים לעיניך,NO
Deuteronomy,4,35,אתה הראת לדעת כי יהוה הוא האלהים אין עוד מלבדו,אתה הראת לדעת כי יהוה הוא האלהים אין עוד מלבדו,NO
Deuteronomy,4,36,מן השמים השמיעך את קלו ליסרך ועל הארץ הראך את אשו הגדולה ודבריו שמעת מתוך האש,מן השמים השמיעך את קלו ליסרך ועל הארץ הראך את אשו הגדולה ודבריו שמעת מתוך האש,NO
Deuteronomy,4,37,ותחת כי אהב את אבתיך ויבחר בזרעו אחריו ויוצאך בפניו בכחו הגדל ממצרים,ותחת כי אהב את אבתיך ויבחר בזרעו אחריו ויוצאך בפניו בכחו הגדל ממצרים,NO
Deuteronomy,4,38,להוריש גוים גדלים ועצמים ממך מפניך להביאך לתת לך את ארצם נחלה כיום הזה,להוריש גוים גדלים ועצמים ממך מפניך להביאך לתת לך את ארצם נחלה כיום הזה,NO
Deuteronomy,4,39,וידעת היום והשבת אל לבבך כי יהוה הוא האלהים בשמים ממעל ועל הארץ מתחת אין עוד,וידעת היום והשבת אל לבבך כי יהוה הוא האלהים בשמים ממעל ועל הארץ מתחת אין עוד,NO
Deuteronomy,4,40,ושמרת את חקיו ואת מצותיו אשר אנכי מצוך היום אשר ייטב לך ולבניך אחריך ולמען תאריך ימים על האדמה אשר יהוה אלהיך נתן לך כל הימים,ושמרת את חקיו ואת מצותיו אשר אנכי מצוך היום אשר ייטב לך ולבניך אחריך ולמען תאריך ימים על האדמה אשר יהוה אלהיך נתן לך כל הימים,NO
Deuteronomy,4,41,אז יבדיל משה שלש ערים בעבר הירדן מזרחה שמש,אז יבדיל משה שלש ערים בעבר הירדן מזרחה שמש,NO
Deuteronomy,4,42,לנס שמה רוצח אשר ירצח את רעהו בבלי דעת והוא לא שנא לו מתמול שלשום ונס אל אחת מן הערים האל וחי,לנס שמה רוצח אשר ירצח את רעהו בבלי דעת והוא לא שנא לו מתמול שלשום ונס אל אחת מן הערים האל וחי,NO
Deuteronomy,4,43,את בצר במדבר בארץ המישר לראובני ואת ראמת בגלעד לגדי ואת גולן בבשן למנשי,את בצר במדבר בארץ המישר לראובני ואת ראמת בגלעד לגדי ואת גולן בבשן למנשי,NO
Deuteronomy,4,44,וזאת התורה אשר שם משה לפני בני ישראל,וזאת התורה אשר שם משה לפני בני ישראל,NO
Deuteronomy,4,45,אלה העדת והחקים והמשפטים אשר דבר משה אל בני ישראל בצאתם ממצרים,אלה העדת והחקים והמשפטים אשר דבר משה אל בני ישראל בצאתם ממצרים,NO
Deuteronomy,4,46,בעבר הירדן בגיא מול בית פעור בארץ סיחן מלך האמרי אשר יושב בחשבון אשר הכה משה ובני ישראל בצאתם ממצרים,בעבר הירדן בגיא מול בית פעור בארץ סיחן מלך האמרי אשר יושב בחשבון אשר הכה משה ובני ישראל בצאתם ממצרים,NO
Deuteronomy,4,47,ויירשו את ארצו ואת ארץ עוג מלך הבשן שני מלכי האמרי אשר בעבר הירדן מזרח שמש,ויירשו את ארצו ואת ארץ עוג מלך הבשן שני מלכי האמרי אשר בעבר הירדן מזרח שמש,NO
Deuteronomy,4,48,מערער אשר על שפת נחל ארנן ועד הר שיאן הוא חרמון,מערער אשר על שפת נחל ארנן ועד הר שיאן הוא חרמון,NO
Deuteronomy,4,49,וכל הערבה עבר הירדן מזרחה ועד ים הערבה תחת אשדת הפסגה,וכל הערבה עבר הירדן מזרחה ועד ים הערבה תחת אשדת הפסגה,NO
Deuteronomy,5,1,ויקרא משה אל כל ישראל ויאמר אלהם שמע ישראל את החקים ואת המשפטים אשר אנכי דבר באזניכם היום ולמדתם אתם ושמרתם לעשתם,ויקרא משה אל כל ישראל ויאמר אלהם שמע ישראל את החקים ואת המשפטים אשר אנכי דבר באזניכם היום ולמדתם אתם ושמרתם לעשתם,NO
Deuteronomy,5,2,יהוה אלהינו כרת עמנו ברית בחרב,יהוה אלהינו כרת עמנו ברית בחרב,NO
Deuteronomy,5,3,לא את אבתינו כרת יהוה את הברית הזאת כי אתנו אנחנו אלה פה היום כלנו חיים,לא את אבתינו כרת יהוה את הברית הזאת כי אתנו אנחנו אלה פה היום כלנו חיים,NO
Deuteronomy,5,4,פנים בפנים דבר יהוה עמכם בהר מתוך האש,פנים בפנים דבר יהוה עמכם בהר מתוך האש,NO
Deuteronomy,5,5,אנכי עמד בין יהוה וביניכם בעת ההוא להגיד לכם את דבר יהוה כי יראתם מפני האש ולא עליתם בהר לאמר,אנכי עמד בין יהוה וביניכם בעת ההוא להגיד לכם את דבר יהוה כי יראתם מפני האש ולא עליתם בהר לאמר,NO
Deuteronomy,5,6,אנכי יהוה אלהיך אשר הוצאתיך מארץ מצרים מבית עבדים,אנכי יהוה אלהיך אשר הוצאתיך מארץ מצרים מבית עבדים,NO
Deuteronomy,5,7,לא יהיה לך אלהים אחרים על פני,לא יהיה לך אלהים אחרים על פני,NO
Deuteronomy,5,8,לא תעשה לך פסל כל תמונה אשר בשמים ממעל ואשר בארץ מתחת ואשר במים מתחת לארץ,לא תעשה לך פסל כל תמונה אשר בשמים ממעל ואשר בארץ מתחת ואשר במים מתחת לארץ,NO
Deuteronomy,5,9,לא תשתחוה להם ולא תעבדם כי אנכי יהוה אלהיך אל קנא פקד עון אבות על בנים ועל שלשים ועל רבעים לשנאי,לא תשתחוה להם ולא תעבדם כי אנכי יהוה אלהיך אל קנא פקד עון אבות על בנים ועל שלשים ועל רבעים לשנאי,NO
Deuteronomy,5,10,ועשה חסד לאלפים לאהבי ולשמרי מצותו [מצותי],ועשה חסד לאלפים לאהבי ולשמרי מצותו [מצותי],NO
Deuteronomy,5,11,לא תשא את שם יהוה אלהיך לשוא כי לא ינקה יהוה את אשר ישא את שמו לשוא,לא תשא את שם יהוה אלהיך לשוא כי לא ינקה יהוה את אשר ישא את שמו לשוא,NO
Deuteronomy,5,12,שמור את יום השבת לקדשו כאשר צוך יהוה אלהיך,שמור את יום השבת לקדשו כאשר צוך יהוה אלהיך,NO
Deuteronomy,5,13,ששת ימים תעבד ועשית כל מלאכתך,ששת ימים תעבד ועשית כל מלאכתך,NO
Deuteronomy,5,14,ויום השביעי שבת ליהוה אלהיך לא תעשה כל מלאכה אתה ובנך ובתך ועבדך ואמתך ושורך וחמרך וכל בהמתך וגרך אשר בשעריך למען ינוח עבדך ואמתך כמוך,ויום השביעי שבת ליהוה אלהיך לא תעשה כל מלאכה אתה ובנך ובתך ועבדך ואמתך ושורך וחמרך וכל בהמתך וגרך אשר בשעריך למען ינוח עבדך ואמתך כמוך,NO
Deuteronomy,5,15,וזכרת כי עבד היית בארץ מצרים ויצאך יהוה אלהיך משם ביד חזקה ובזרע נטויה על כן צוך יהוה אלהיך לעשות את יום השבת,וזכרת כי עבד היית בארץ מצרים ויצאך יהוה אלהיך משם ביד חזקה ובזרע נטויה על כן צוך יהוה אלהיך לעשות את יום השבת,NO
Deuteronomy,5,16,כבד את אביך ואת אמך כאשר צוך יהוה אלהיך למען יאריכן ימיך ולמען ייטב לך על האדמה אשר יהוה אלהיך נתן לך,כבד את אביך ואת אמך כאשר צוך יהוה אלהיך למען יאריכן ימיך ולמען ייטב לך על האדמה אשר יהוה אלהיך נתן לך,NO
Deuteronomy,5,17,לא תרצח ולא תנאף ולא תגנב ולא תענה ברעך עד שוא,לא תרצח ולא תנאף ולא תגנב ולא תענה ברעך עד שוא,NO
Deuteronomy,5,18,ולא תחמד אשת רעך ולא תתאוה בית רעך שדהו ועבדו ואמתו שורו וחמרו וכל אשר לרעך,ולא תחמד אשת רעך ולא תתאוה בית רעך שדהו ועבדו ואמתו שורו וחמרו וכל אשר לרעך,NO
Deuteronomy,5,19,את הדברים האלה דבר יהוה אל כל קהלכם בהר מתוך האש הענן והערפל קול גדול ולא יסף ויכתבם על שני לחת אבנים ויתנם אלי,את הדברים האלה דבר יהוה אל כל קהלכם בהר מתוך האש הענן והערפל קול גדול ולא יסף ויכתבם על שני לחת אבנים ויתנם אלי,NO
Deuteronomy,5,20,ויהי כשמעכם את הקול מתוך החשך וההר בער באש ותקרבון אלי כל ראשי שבטיכם וזקניכם,ויהי כשמעכם את הקול מתוך החשך וההר בער באש ותקרבון אלי כל ראשי שבטיכם וזקניכם,NO
Deuteronomy,5,21,ותאמרו הן הראנו יהוה אלהינו את כבדו ואת גדלו ואת קלו שמענו מתוך האש היום הזה ראינו כי ידבר אלהים את האדם וחי,ותאמרו הן הראנו יהוה אלהינו את כבדו ואת גדלו ואת קלו שמענו מתוך האש היום הזה ראינו כי ידבר אלהים את האדם וחי,NO
Deuteronomy,5,22,ועתה למה נמות כי תאכלנו האש הגדלה הזאת אם יספים אנחנו לשמע את קול יהוה אלהינו עוד ומתנו,ועתה למה נמות כי תאכלנו האש הגדלה הזאת אם יספים אנחנו לשמע את קול יהוה אלהינו עוד ומתנו,NO
Deuteronomy,5,23,כי מי כל בשר אשר שמע קול אלהים חיים מדבר מתוך האש כמנו ויחי,כי מי כל בשר אשר שמע קול אלהים חיים מדבר מתוך האש כמנו ויחי,NO
Deuteronomy,5,24,קרב אתה ושמע את כל אשר יאמר יהוה אלהינו ואת תדבר אלינו את כל אשר ידבר יהוה אלהינו אליך ושמענו ועשינו,קרב אתה ושמע את כל אשר יאמר יהוה אלהינו ואת תדבר אלינו את כל אשר ידבר יהוה אלהינו אליך ושמענו ועשינו,NO
Deuteronomy,5,25,וישמע יהוה את קול דבריכם בדברכם אלי ויאמר יהוה אלי שמעתי את קול דברי העם הזה אשר דברו אליך היטיבו כל אשר דברו,וישמע יהוה את קול דבריכם בדברכם אלי ויאמר יהוה אלי שמעתי את קול דברי העם הזה אשר דברו אליך היטיבו כל אשר דברו,NO
Deuteronomy,5,26,מי יתן והיה לבבם זה להם ליראה אתי ולשמר את כל מצותי כל הימים למען ייטב להם ולבניהם לעלם,מי יתן והיה לבבם זה להם ליראה אתי ולשמר את כל מצותי כל הימים למען ייטב להם ולבניהם לעלם,NO
Deuteronomy,5,27,לך אמר להם שובו לכם לאהליכם,לך אמר להם שובו לכם לאהליכם,NO
Deuteronomy,5,28,ואתה פה עמד עמדי ואדברה אליך את כל המצוה והחקים והמשפטים אשר תלמדם ועשו בארץ אשר אנכי נתן להם לרשתה,ואתה פה עמד עמדי ואדברה אליך את כל המצוה והחקים והמשפטים אשר תלמדם ועשו בארץ אשר אנכי נתן להם לרשתה,NO
Deuteronomy,5,29,ושמרתם לעשות כאשר צוה יהוה אלהיכם אתכם לא תסרו ימין ושמאל,ושמרתם לעשות כאשר צוה יהוה אלהיכם אתכם לא תסרו ימין ושמאל,NO
Deuteronomy,5,30,בכל הדרך אשר צוה יהוה אלהיכם אתכם תלכו למען תחיון וטוב לכם והארכתם ימים בארץ אשר תירשון,בכל הדרך אשר צוה יהוה אלהיכם אתכם תלכו למען תחיון וטוב לכם והארכתם ימים בארץ אשר תירשון,NO
Deuteronomy,6,1,וזאת המצוה החקים והמשפטים אשר צוה יהוה אלהיכם ללמד אתכם לעשות בארץ אשר אתם עברים שמה לרשתה,וזאת המצוה החקים והמשפטים אשר צוה יהוה אלהיכם ללמד אתכם לעשות בארץ אשר אתם עברים שמה לרשתה,NO
Deuteronomy,6,2,למען תירא את יהוה אלהיך לשמר את כל חקתיו ומצותיו אשר אנכי מצוך אתה ובנך ובן בנך כל ימי חייך ולמען יארכן ימיך,למען תירא את יהוה אלהיך לשמר את כל חקתיו ומצותיו אשר אנכי מצוך אתה ובנך ובן בנך כל ימי חייך ולמען יארכן ימיך,NO
Deuteronomy,6,3,ושמעת ישראל ושמרת לעשות אשר ייטב לך ואשר תרבון מאד כאשר דבר יהוה אלהי אבתיך לך ארץ זבת חלב ודבש,ושמעת ישראל ושמרת לעשות אשר ייטב לך ואשר תרבון מאד כאשר דבר יהוה אלהי אבתיך לך ארץ זבת חלב ודבש,NO
Deuteronomy,6,4,שמע ישראל יהוה אלהינו יהוה אחד,שמע ישראל יהוה אלהינו יהוה אחד,NO
Deuteronomy,6,5,ואהבת את יהוה אלהיך בכל לבבך ובכל נפשך ובכל מאדך,ואהבת את יהוה אלהיך בכל לבבך ובכל נפשך ובכל מאדך,NO
Deuteronomy,6,6,והיו הדברים האלה אשר אנכי מצוך היום על לבבך,והיו הדברים האלה אשר אנכי מצוך היום על לבבך,NO
Deuteronomy,6,7,ושננתם לבניך ודברת בם בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך,ושננתם לבניך ודברת בם בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך,NO
Deuteronomy,6,8,וקשרתם לאות על ידך והיו לטטפת בין עיניך,וקשרתם לאות על ידך והיו לטטפת בין עיניך,NO
Deuteronomy,6,9,וכתבתם על מזוזת ביתך ובשעריך,וכתבתם על מזוזת ביתך ובשעריך,NO
Deuteronomy,6,10,והיה כי יביאך יהוה אלהיך אל הארץ אשר נשבע לאבתיך לאברהם ליצחק וליעקב לתת לך ערים גדלת וטבת אשר לא בנית,והיה כי יביאך יהוה אלהיך אל הארץ אשר נשבע לאבתיך לאברהם ליצחק וליעקב לתת לך ערים גדלת וטבת אשר לא בנית,NO
Deuteronomy,6,11,ובתים מלאים כל טוב אשר לא מלאת וברת חצובים אשר לא חצבת כרמים וזיתים אשר לא נטעת ואכלת ושבעת,ובתים מלאים כל טוב אשר לא מלאת וברת חצובים אשר לא חצבת כרמים וזיתים אשר לא נטעת ואכלת ושבעת,NO
Deuteronomy,6,12,השמר לך פן תשכח את יהוה אשר הוציאך מארץ מצרים מבית עבדים,השמר לך פן תשכח את יהוה אשר הוציאך מארץ מצרים מבית עבדים,NO
Deuteronomy,6,13,את יהוה אלהיך תירא ואתו תעבד ובשמו תשבע,את יהוה אלהיך תירא ואתו תעבד ובשמו תשבע,NO
Deuteronomy,6,14,לא תלכון אחרי אלהים אחרים מאלהי העמים אשר סביבותיכם,לא תלכון אחרי אלהים אחרים מאלהי העמים אשר סביבותיכם,NO
Deuteronomy,6,15,כי אל קנא יהוה אלהיך בקרבך פן יחרה אף יהוה אלהיך בך והשמידך מעל פני האדמה,כי אל קנא יהוה אלהיך בקרבך פן יחרה אף יהוה אלהיך בך והשמידך מעל פני האדמה,NO
Deuteronomy,6,16,לא תנסו את יהוה אלהיכם כאשר נסיתם במסה,לא תנסו את יהוה אלהיכם כאשר נסיתם במסה,NO
Deuteronomy,6,17,שמור תשמרון את מצות יהוה אלהיכם ועדתיו וחקיו אשר צוך,שמור תשמרון את מצות יהוה אלהיכם ועדתיו וחקיו אשר צוך,NO
Deuteronomy,6,18,ועשית הישר והטוב בעיני יהוה למען ייטב לך ובאת וירשת את הארץ הטבה אשר נשבע יהוה לאבתיך,ועשית הישר והטוב בעיני יהוה למען ייטב לך ובאת וירשת את הארץ הטבה אשר נשבע יהוה לאבתיך,NO
Deuteronomy,6,19,להדף את כל איביך מפניך כאשר דבר יהוה,להדף את כל איביך מפניך כאשר דבר יהוה,NO
Deuteronomy,6,20,כי ישאלך בנך מחר לאמר מה העדת והחקים והמשפטים אשר צוה יהוה אלהינו אתכם,כי ישאלך בנך מחר לאמר מה העדת והחקים והמשפטים אשר צוה יהוה אלהינו אתכם,NO
Deuteronomy,6,21,ואמרת לבנך עבדים היינו לפרעה במצרים ויוציאנו יהוה ממצרים ביד חזקה,ואמרת לבנך עבדים היינו לפרעה במצרים ויוציאנו יהוה ממצרים ביד חזקה,NO
Deuteronomy,6,22,ויתן יהוה אותת ומפתים גדלים ורעים במצרים בפרעה ובכל ביתו לעינינו,ויתן יהוה אותת ומפתים גדלים ורעים במצרים בפרעה ובכל ביתו לעינינו,NO
Deuteronomy,6,23,ואותנו הוציא משם למען הביא אתנו לתת לנו את הארץ אשר נשבע לאבתינו,ואותנו הוציא משם למען הביא אתנו לתת לנו את הארץ אשר נשבע לאבתינו,NO
Deuteronomy,6,24,ויצונו יהוה לעשות את כל החקים האלה ליראה את יהוה אלהינו לטוב לנו כל הימים לחיתנו כהיום הזה,ויצונו יהוה לעשות את כל החקים האלה ליראה את יהוה אלהינו לטוב לנו כל הימים לחיתנו כהיום הזה,NO
Deuteronomy,6,25,וצדקה תהיה לנו כי נשמר לעשות את כל המצוה הזאת לפני יהוה אלהינו כאשר צונו,וצדקה תהיה לנו כי נשמר לעשות את כל המצוה הזאת לפני יהוה אלהינו כאשר צונו,NO
Deuteronomy,7,1,כי יביאך יהוה אלהיך אל הארץ אשר אתה בא שמה לרשתה ונשל גוים רבים מפניך החתי והגרגשי והאמרי והכנעני והפרזי והחוי והיבוסי שבעה גוים רבים ועצומים ממך,כי יביאך יהוה אלהיך אל הארץ אשר אתה בא שמה לרשתה ונשל גוים רבים מפניך החתי והגרגשי והאמרי והכנעני והפרזי והחוי והיבוסי שבעה גוים רבים ועצומים ממך,NO
Deuteronomy,7,2,ונתנם יהוה אלהיך לפניך והכיתם החרם תחרים אתם לא תכרת להם ברית ולא תחנם,ונתנם יהוה אלהיך לפניך והכיתם החרם תחרים אתם לא תכרת להם ברית ולא תחנם,NO
Deuteronomy,7,3,ולא תתחתן בם בתך לא תתן לבנו ובתו לא תקח לבנך,ולא תתחתן בם בתך לא תתן לבנו ובתו לא תקח לבנך,NO
Deuteronomy,7,4,כי יסיר את בנך מאחרי ועבדו אלהים אחרים וחרה אף יהוה בכם והשמידך מהר,כי יסיר את בנך מאחרי ועבדו אלהים אחרים וחרה אף יהוה בכם והשמידך מהר,NO
Deuteronomy,7,5,כי אם כה תעשו להם מזבחתיהם תתצו ומצבתם תשברו ואשירהם תגדעון ופסיליהם תשרפון באש,כי אם כה תעשו להם מזבחתיהם תתצו ומצבתם תשברו ואשירהם תגדעון ופסיליהם תשרפון באש,NO
Deuteronomy,7,6,כי עם קדוש אתה ליהוה אלהיך בך בחר יהוה אלהיך להיות לו לעם סגלה מכל העמים אשר על פני האדמה,כי עם קדוש אתה ליהוה אלהיך בך בחר יהוה אלהיך להיות לו לעם סגלה מכל העמים אשר על פני האדמה,NO
Deuteronomy,7,7,לא מרבכם מכל העמים חשק יהוה בכם ויבחר בכם כי אתם המעט מכל העמים,לא מרבכם מכל העמים חשק יהוה בכם ויבחר בכם כי אתם המעט מכל העמים,NO
Deuteronomy,7,8,כי מאהבת יהוה אתכם ומשמרו את השבעה אשר נשבע לאבתיכם הוציא יהוה אתכם ביד חזקה ויפדך מבית עבדים מיד פרעה מלך מצרים,כי מאהבת יהוה אתכם ומשמרו את השבעה אשר נשבע לאבתיכם הוציא יהוה אתכם ביד חזקה ויפדך מבית עבדים מיד פרעה מלך מצרים,NO
Deuteronomy,7,9,וידעת כי יהוה אלהיך הוא האלהים האל הנאמן שמר הברית והחסד לאהביו ולשמרי מצותו [מצותיו] לאלף דור,וידעת כי יהוה אלהיך הוא האלהים האל הנאמן שמר הברית והחסד לאהביו ולשמרי מצותו [מצותיו] לאלף דור,NO
Deuteronomy,7,10,ומשלם לשנאיו אל פניו להאבידו לא יאחר לשנאו אל פניו ישלם לו,ומשלם לשנאיו אל פניו להאבידו לא יאחר לשנאו אל פניו ישלם לו,NO
